the,0.06126777437466361,3
of,0.030800063172748294,2
and,0.030335348769934968,3
to,0.027107511524891822,2
a,0.024994582982493407,1
in,0.020825699071753273,2
i,0.017652196884069635,1
that,0.017251811942257105,4
it,0.012976946766508561,2
is,0.011603756292605901,2
for,0.010401637539913564,3
you,0.009107133969806044,3
was,0.008050010169432537,3
with,0.007656677116483658,4
on,0.007240108343394113,2
as,0.006364050667872218,2
have,0.005981574479792559,4
but,0.005866816403464639,3
be,0.005523049504614954,2
they,0.00543132421637407,4
are,0.005415444783177501,3
at,0.005131086243028079,2
by,0.005028351890877753,2
he,0.005007348423327019,2
not,0.004942004302058071,3
this,0.0049146084748179835,4
we,0.004832573192137946,2
or,0.004778390333818662,2
do,0.004526653121290307,2
from,0.004500474886372002,4
an,0.003758606031313126,2
so,0.003714011712527873,2
uh,0.003644558217172912,2
were,0.003526857626067353,4
know,0.003491902579829538,4
like,0.0032190097007102265,4
all,0.003180300411480252,3
there,0.003122160378115178,5
his,0.0030264271818150963,3
about,0.003008975025202893,5
if,0.002915930678613412,2
has,0.002914002824103924,3
what,0.0028442449306685176,4
just,0.002842672207252883,4
yeah,0.002769616667945984,4
my,0.0027136074211440283,2
had,0.0026704843597475953,3
would,0.0026325867987321413,5
more,0.0025745989644072906,4
when,0.0024040345733310447,4
can,0.002389880062590333,3
who,0.0023585777933178634,3
out,0.002297495245175151,3
which,0.002292269744794171,5
said,0.0022599020822401425,4
their,0.0022461534356066916,5
no,0.0021990731991644676,2
she,0.0021273874512195735,3
up,0.0021094786974867018,2
been,0.0021069420468163235,4
think,0.0020879678998018928,5
well,0.002066406369103676,4
than,0.0019212592177446223,4
some,0.0019208533536373617,4
will,0.0019205489555569164,4
because,0.001900966012381595,7
other,0.0018920370020218628,5
did,0.0018397819982120672,3
new,0.0018178653364199974,3
me,0.0018084797289395973,2
s,0.0017776340567877955,1
time,0.0017633273470068613,4
her,0.0017057453767892708,3
them,0.001695294376027312,4
also,0.0016709425295916788,4
people,0.001670333733430788,6
get,0.0016131576273204582,3
right,0.001602503694504869,5
these,0.0015591777010548053,5
its,0.00155344487053975,3
now,0.00154426219511298,3
then,0.0015129091928271028,4
could,0.0015089012847679048,5
only,0.0014798820010987757,4
um,0.001474402835650758,2
really,0.0014695324663636317,6
into,0.0014433034984319187,4
how,0.0013867869214958873,3
see,0.0013546221909954887,3
your,0.0013210876691330858,4
oh,0.0012922713175175869,2
most,0.0012625925046741593,4
good,0.0012402699787748292,4
after,0.0012233251522967012,5
even,0.001217592321781646,4
much,0.0012006982283169257,4
our,0.0012002416311962575,3
here,0.0011876598438711806,4
where,0.0011796440277527848,5
over,0.0011607206137517617,4
him,0.0011591986233495345,3
may,0.0011475807632792014,3
does,0.0011405796074289568,4
go,0.0011315998640558172,2
any,0.0011142491734704289,3
first,0.0010834035013186272,5
years,0.001045303008249543,5
way,0.0010425634255255343,3
those,0.0010317572936697223,5
too,0.001031199230522239,3
very,0.0010133412098027748,4
many,0.0009925914073190794,4
going,0.000990054756648701,5
should,0.0009605281428454961,6
such,0.0009328279175249636,4
got,0.0009321176553372577,3
used,0.0009317117912299971,4
year,0.0009306971309618457,4
work,0.0009232393779909331,4
make,0.0009200939311596639,4
say,0.000901728580306124,3
back,0.0008914805115977952,4
last,0.0008906180503698665,4
little,0.0008684984565241666,6
still,0.000860685572459401,5
between,0.000843639279954458,7
something,0.000825527594167956,9
mean,0.0008234475406182457,4
both,0.000818120574210451,4
each,0.0007974722377535705,4
lot,0.0007926526014798515,3
before,0.0007907754799837716,6
being,0.0007751497118542404,5
same,0.0007606908030330833,4
through,0.0007581034193492974,7
thing,0.0007497832051504562,5
want,0.0007491236759761577,4
use,0.0007431879134074722,3
while,0.0007428327823136192,5
times,0.0007421225201259133,5
c,0.0007374550828924169,1
down,0.000736744820704711,4
things,0.0007352735633158915,6
take,0.000723807902285781,4
cells,0.0007142193627517505,5
made,0.0007025000366546022,4
off,0.0007013331773462281,3
day,0.0006955496138177653,3
kind,0.000693469560268055,4
data,0.0006934188272546474,4
us,0.0006859610742837348,2
never,0.0006733285539452503,5
since,0.0006596306403252067,5
might,0.0006511582270861427,5
okay,0.0006412145564582593,4
p,0.000639489634002402,1
world,0.0006338582695141619,5
another,0.0006230521376583498,7
different,0.0006227984725913119,9
